2019/08/10 05:00:00.699|Info|11|80000049-0001-fa00-b63f-84710c7967bb|eGradeBook.Infrastructure.GradeBookInitializer|Seeding ended||GradeBookInitializer.Seed
2019/08/10 05:00:00.798|Trace|11|80000049-0001-fa00-b63f-84710c7967bb|eGradeBook.Repositories.AuthRepository|Find Roles for {@userId}}||AuthRepository.FindRoles
2019/08/10 05:00:00.858|Trace|11|80000049-0001-fa00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpResponse { StatusCode = 200, ProcessingTime = 8295 }||LoggingMiddleware.Invoke
2019/08/10 05:00:07.176|Trace|26|8000004b-0001-fa00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpRequest { RemoteIP = ::1, Method = POST, Path = /api/grades/for-teachers/3, ResourceURI = http://localhost:50663/api/grades/for-teachers/3 }||LoggingMiddleware.Invoke
2019/08/10 05:00:07.342|Info|26|8000004b-0001-fa00-b63f-84710c7967bb|eGradeBook.Controllers.GradesController|Create Grade {"GradeId":0, "Semester":1, "AssignmentDate":"2019-09-10T00:00:00Z", "Notes":"Arithmetics", "GradePoint":2, "TakingId":0, "StudentId":10, "ProgramId":0, "ClassRoomId":2, "WeeklyHours":0, "SchoolGrade":0, "TeachingId":0, "CourseId":2, "TeacherId":3} for Teacher 3 by {"UserId":3, "UserRole":"teachers"}||GradesController.CreateGradeAsTeacher
2019/08/10 05:00:07.375|Info|26|8000004b-0001-fa00-b63f-84710c7967bb|eGradeBook.Services.GradesService|Create grade {"GradeId":0, "Semester":1, "AssignmentDate":"2019-09-10T00:00:00Z", "Notes":"Arithmetics", "GradePoint":2, "TakingId":0, "StudentId":10, "ProgramId":0, "ClassRoomId":2, "WeeklyHours":0, "SchoolGrade":0, "TeachingId":0, "CourseId":2, "TeacherId":3} return dto||GradesService.CreateGradeDto
2019/08/10 05:00:07.394|Info|26|8000004b-0001-fa00-b63f-84710c7967bb|eGradeBook.Services.GradesService|Create grade {"GradeId":0, "Semester":1, "AssignmentDate":"2019-09-10T00:00:00Z", "Notes":"Arithmetics", "GradePoint":2, "TakingId":0, "StudentId":10, "ProgramId":0, "ClassRoomId":2, "WeeklyHours":0, "SchoolGrade":0, "TeachingId":0, "CourseId":2, "TeacherId":3}||GradesService.CreateGrade
2019/08/10 05:00:07.413|Info|26|8000004b-0001-fa00-b63f-84710c7967bb|eGradeBook.Services.GradesService|Get program for course 2, teacher 3 and classroom 2||ProgramsService.GetProgram
2019/08/10 05:00:07.461|Trace|26|8000004b-0001-fa00-b63f-84710c7967bb|eGradeBook.Repositories.GenericRepository`1|"eGradeBook.Models.Program" repository Get request with filter and all||GenericRepository`1.Get
2019/08/10 05:00:07.543|Info|26|8000004b-0001-fa00-b63f-84710c7967bb|eGradeBook.Services.TakingsService|Get taking for course 2, teacher 3, classroom 2 and student 10||TakingsService.GetTaking
2019/08/10 05:00:07.571|Trace|26|8000004b-0001-fa00-b63f-84710c7967bb|eGradeBook.Repositories.GenericRepository`1|"eGradeBook.Models.Taking" repository Get request with filter and all||GenericRepository`1.Get
2019/08/10 05:00:07.661|Trace|26|8000004b-0001-fa00-b63f-84710c7967bb|eGradeBook.Repositories.GenericRepository`1|"eGradeBook.Models.Grade" repository Insert new entity||GenericRepository`1.Insert
